
  ZVRE, 2.05

  stimulus-start        ; stimulus-stop       ; stimulus-unit       ; nof-points; parameter-type; impedance-ohm
  3.00000000000E+05     ; 3.00000000000E+06   ; Hz                  ; 1601      ; RATIO_B2_B1   ; 50        

  conversion            ; time-domain         ; data-format         ; param-unit; smoothing     ; trace-math
  none                  ; none                ; RI                  ; none      ; none          ; none

  sweep-mode-type       ; notlinear-meas-mode 
  FUNDAMENTAL           ; none                


  freq              ;  reRATIO_B2_B ; imRATIO_B2_B  
   8.70375000000E+05;  2.74922E-07  ; 2.11075E-06  
   8.72062500000E+05;  1.07455E-06  ; 1.35319E-06  
   8.73750000000E+05; -1.13884E-06  ; 2.67412E-07  
   8.75437500000E+05; -2.39796E-07  ; 2.16102E-06  
   8.77125000000E+05; -1.45348E-06  ; 3.88268E-07  
   8.78812500000E+05; -1.20911E-06  ; 1.19647E-06  
   8.80500000000E+05;  3.30104E-07  ; 3.0105E-06   
   8.82187500000E+05;  2.50922E-07  ; 7.84606E-07  
   8.83875000000E+05;  1.75225E-06  ; 1.57226E-06  
   8.85562500000E+05;  6.78498E-07  ; 1.50982E-06  
   8.87250000000E+05;  2.03467E-07  ; 1.97835E-06  
   8.88937500000E+05; -5.46394E-07  ; 1.92281E-06  
   8.90625000000E+05; -9.69975E-07  ; 5.27848E-07  
   8.92312500000E+05;  1.315E-07    ; 1.19464E-06  
   8.94000000000E+05; -1.24356E-06  ; 1.74412E-06  
   8.95687500000E+05;  7.41169E-08  ; 1.78366E-06  
   8.97375000000E+05; -3.48545E-07  ; 1.55053E-06  
   8.99062500000E+05; -7.27118E-07  ; 3.00629E-07  
   9.00750000000E+05; -1.81695E-06  ; 6.40266E-07  
   9.02437500000E+05; -7.40424E-07  ; 1.25369E-06  
   9.04125000000E+05; -3.40069E-07  ; 7.28065E-07  
   9.05812500000E+05;  4.51826E-07  ; 2.56834E-06  
   9.07500000000E+05; -1.75125E-07  ; 1.05333E-06  
   9.09187500000E+05; -1.03098E-06  ; 1.37195E-06  
   9.10875000000E+05; -9.78786E-07  ; 2.26511E-06  
   9.12562500000E+05; -1.6873E-06   ; 3.27163E-07  
   9.14250000000E+05;  5.47822E-07  ; 2.42232E-06  
   9.15937500000E+05; -1.66622E-07  ; 2.90741E-06  
   9.17625000000E+05; -5.05323E-07  ; 2.44685E-06  
   9.19312500000E+05; -2.06547E-07  ; 1.78274E-06  
   9.21000000000E+05; -8.45768E-07  ; 1.49965E-06  
   9.22687500000E+05; -9.48844E-07  ; 4.16865E-07  
   9.24375000000E+05;  3.30002E-07  ; 2.0526E-06   
   9.26062500000E+05; -1.4984E-06   ; 1.35233E-06  
   9.27750000000E+05; -5.64411E-07  ; 2.13191E-07  
   9.29437500000E+05;  2.52743E-07  ; 5.55008E-07  
   9.31125000000E+05;  5.84823E-07  ; 1.99411E-06  
   9.32812500000E+05; -1.10872E-06  ; 1.97918E-06  
   9.34500000000E+05; -1.24014E-06  ; 8.01349E-07  
   9.36187500000E+05;  5.21923E-07  ; 1.28708E-06  
   9.37875000000E+05; -1.41457E-06  ; 2.14188E-06  
   9.39562500000E+05; -1.82579E-06  ; 1.24022E-06  
   9.41250000000E+05;  8.40784E-07  ; 1.47806E-07  
   9.42937500000E+05; -7.24176E-07  ; 1.68782E-06  
   9.44625000000E+05; -1.56192E-07  ; 2.40828E-06  
   9.46312500000E+05; -2.6183E-06   ; 2.83901E-07  
   9.48000000000E+05;  1.86543E-07  ; 6.70182E-07  
   9.49687500000E+05; -5.94868E-07  ; 1.04445E-06  
   9.51375000000E+05; -1.56432E-07  ; 3.25676E-07  
   9.53062500000E+05; -6.17836E-07  ; 9.92177E-07  
   9.54750000000E+05;  6.43005E-07  ; 1.73156E-06  
   9.56437500000E+05;  4.55454E-07  ; 2.96086E-06  
   9.58125000000E+05;  3.54088E-08  ; 1.68897E-06  
   9.59812500000E+05; -8.46105E-07  ; 1.28624E-06  
   9.61500000000E+05; -5.66326E-07  ; 1.95408E-06  
   9.63187500000E+05; -6.70388E-07  ; 2.12858E-06  
   9.64875000000E+05; -3.93578E-07  ; 8.82949E-07  
   9.66562500000E+05; -1.10656E-06  ; 1.93253E-06  
   9.68250000000E+05; -3.96701E-07  ; 2.57929E-06  
   9.69937500000E+05; -7.4458E-07   ; 2.09322E-06  
